"AptName","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","PlateScale_Reference","CalReference","Cal_PLT19524","Cal_PLT19523","Cal_PLT19522","CalQcRatio_PLT19524_200170","Cal_PLT19521","CalQcRatio_PLT19523_200170","Cal_PLT19525","CalQcRatio_PLT19522_200170","ColCheck","CalQcRatio_PLT19521_200170","CalQcRatio_PLT19525_200170","QcReference_200170","Dilution2"
"seq.23407.9","23407-9",3,"SL023501","S-acyl fatty acid synthase thioesterase, medium chain","SAST","Q9NV23","55301","OLAH","Human","RFU","Protein","20",763,763,1.11958914,1.08058349,1.07768362,0.988,1.00752674,0.991,1.32258624,0.907,"PASS",1.024,0.918,443.6,0.2
"seq.23408.1","23408-1",3,"SL005088","Sorting nexin 16","Sorting nexin 16","P57768","64089","SNX16","Human","RFU","Protein","20",685.2,685.2,0.98519051,0.99607501,0.9985427,1.035,0.97718197,0.994,1.02421525,1.032,"PASS",1.075,1.014,370.2,0.2
"seq.23409.83","23409-83",3,"SL017406","Synapse-associated protein 1","SYAP1","Q96A49","94056","SYAP1","Human","RFU","Protein","20",1085.2,1085.2,1.07339268,0.96035398,0.97528534,1.098,1.04718711,1.035,1.05165229,1.07,"PASS",1.121,1.053,740.4,0.2
"seq.23410.46","23410-46",3,"SL023197","Eukaryotic translation initiation factor 3 subunit M","EIF3M","Q7L2H7","10480","EIF3M","Human","RFU","Protein","20",3048.6,3048.6,1.00800159,0.95319388,1.0094702,0.933,1.01137909,1.041,1.07949435,0.966,"PASS",1.022,1.021,2791.1,0.2
"seq.23411.108","23411-108",3,"SL023483","Paraneoplastic antigen Ma2","PNMA2","Q9UL42","10687","PNMA2","Human","RFU","Protein","20",2713.3,2713.3,1.04647485,1.00986303,1.05670444,0.959,1.07308681,0.989,1.11055174,0.914,"PASS",0.971,0.942,1661.7,0.2
"seq.23413.38","23413-38",3,"SL023610","Ankyrin repeat domain-containing protein 45","ANR45","Q5TZF3","339416","ANKRD45","Human","RFU","Protein","20",1097.2,1097.2,1.01245732,1.02017666,1.02782201,0.985,1.03139688,1.01,1.03178484,1.019,"PASS",1.028,1.039,1161.2,0.2
"seq.23414.12","23414-12",3,"SL023681","Zinc finger protein 483","ZN483","Q8TF39","158399","ZNF483","Human","RFU","Protein","20",2296.9,2296.9,1.04914813,1.06555019,1.06589633,0.916,1.07076593,0.932,1.14810557,0.898,"PASS",0.956,0.953,1932.8,0.2
"seq.23416.47","23416-47",3,"SL005576","Sorting nexin-15","Sorting nexin-15","Q9NRS6","29907","SNX15","Human","RFU","Protein","20",9413,9413,0.9138835,0.89169501,0.97386608,0.997,0.94312022,1.089,0.9864188,1.021,"PASS",1.095,1.081,8194.6,0.2
"seq.23418.66","23418-66",3,"SL023290","Coiled-coil domain-containing protein 92","CCD92","Q53HC0","80212","CCDC92","Human","RFU","Protein","20",2403.7,2403.7,1.17156504,1.19486007,1.05843241,1.145,1.14087047,0.964,1.33316694,0.853,"PASS",0.867,0.843,1371.6,0.2
"seq.23422.47","23422-47",3,"SL004982","Replication factor C 37 kDa subunit","RFC4","P35249","5984","RFC4","Human","RFU","Protein","20",903.5,903.5,1.02286879,1.01516854,0.93909157,0.911,0.89437735,0.777,1.11625896,0.786,"FLAG",0.831,0.784,498.3,0.2
"seq.23424.4","23424-4",3,"SL023786","Ankyrin repeat domain-containing protein 63","ANR63","C9JTQ0","100131244","None","Human","RFU","Protein","20",996,996,1.03555833,1.06935796,1.07212056,1.05,1.01830079,0.991,1.10116086,1.045,"PASS",1.15,1.157,620.5,0.2
"seq.23425.19","23425-19",3,"SL023195","Ermin","ERMIN","Q8TAM6","57471","ERMN","Human","RFU","Protein","20",570.3,570.3,1.00706339,0.96107179,0.95848739,0.958,0.99824961,0.95,0.95961636,0.961,"PASS",0.986,0.926,369.9,0.2
"seq.23426.1","23426-1",3,"SL023724","Variable charge X-linked protein 1","VCX1","Q9H320","26609","VCX","Human","RFU","Protein","0.5",22025.3,22025.3,1.08435983,0.98776577,1.04192724,0.965,1.22107031,0.982,0.95590941,1.023,"PASS",1.053,1.019,16598.2,0.005
"seq.23518.7","23518-7",3,"SL023594","Protein FAM151B","F151B","Q6UXP7","167555","FAM151B","Human","RFU","Protein","20",386.9,386.9,0.99281499,0.94021871,0.9008149,0.997,0.92031399,0.993,0.76356819,1.02,"PASS",1.012,1.06,316.4,0.2
"seq.23519.91","23519-91",3,"SL023785","Transmembrane protein 221","TM221","A6NGB7","100130519","TMEM221","Human","RFU","Protein","20",1315,1315,1.546513,1.45754822,1.25190404,1.185,1.35497166,0.815,1.65201005,0.851,"FLAG",0.765,0.751,710.8,0.2
"seq.23520.60","23520-60",3,"SL010787","Beta-lactamase-like protein FLJ75971","YE006","Q68D91","153364","MBLAC2","Human","RFU","Protein","20",2665,2665,1.18481305,1.15338007,1.15362971,1.031,1.17514772,1.048,1.27037849,1.03,"PASS",1.08,1.072,1635,0.2
"seq.23521.29","23521-29",3,"SL012288","Nucleoside diphosphate kinase 7","NDK7","Q9Y5B8","29922","NME7","Human","RFU","Protein","20",4065.6,4065.6,0.91236732,0.89279283,0.9287705,0.994,0.89444273,1.122,0.95190822,1.033,"PASS",1.11,1.082,3031.7,0.2
"seq.23522.1","23522-1",3,"SL023782","GTPase IMAP family member GIMD1","GIMD1","P0DJR0","100507096","GIMD1","Human","RFU","Protein","20",4104.8,4104.8,1.0889219,1.13267108,1.11789537,1.038,1.16365698,1.238,1.29968654,1.114,"FLAG",1.068,1.083,3460.6,0.2
"seq.23523.14","23523-14",3,"SL023494","Protein FAM49A","FA49A","Q9H0Q0","81553","CYRIA","Human","RFU","Protein","20",2937.1,2937.1,1.36456978,1.251534,1.0867683,1.085,1.2324186,0.981,1.20709354,0.954,"PASS",0.947,0.966,1916.2,0.2
"seq.23524.2","23524-2",3,"SL023430","Protein N-terminal asparagine amidohydrolase","NTAN1","Q96AB6","123803","NTAN1","Human","RFU","Protein","20",2835.9,2835.9,0.92110563,1.02098934,0.94382135,0.976,1.01805715,1.155,0.98420907,1.049,"PASS",1.089,1.087,2071.3,0.2
"seq.23525.27","23525-27",3,"SL023402","Nitric oxide synthase-interacting protein","NOSIP","Q9Y314","51070","NOSIP","Human","RFU","Protein","20",1841.2,1841.2,1.12446562,1.12515277,1.06618797,0.998,1.15010307,0.992,1.16010333,0.997,"PASS",1.101,0.965,1234.9,0.2
"seq.23526.25","23526-25",3,"SL023397","Protein KTI12 homolog","KTI12","Q96EK9","112970","KTI12","Human","RFU","Protein","20",647.5,647.5,0.9940129,1.04267311,1.06304384,0.93,1.03566859,0.953,1.06742499,0.939,"PASS",1.042,0.949,667.5,0.2
"seq.23528.199","23528-199",3,"SL023400","Phytanoyl-CoA hydroxylase-interacting protein-like","PHIPL","Q96FC7","84457","PHYHIPL","Human","RFU","Protein","20",865.5,865.5,0.93658695,0.93537231,0.92934608,0.954,0.92715587,1.013,0.95130798,1.03,"PASS",1.01,1.003,485.4,0.2
"seq.23529.11","23529-11",3,"SL023330","StAR-related lipid transfer protein 7, mitochondrial","STAR7","Q9NQZ5","56910","STARD7","Human","RFU","Protein","20",401,401,1.001999,1.00024944,1.01313795,1.036,1.06168917,1.107,1.09983544,1.056,"PASS",1.106,1.079,314.2,0.2
"seq.23530.3","23530-3",3,"SL023384","Tropomodulin-4","TMOD4","Q9NZQ9","29765","TMOD4","Human","RFU","Protein","20",473.5,473.5,1.12071006,1.05715562,1.03542532,1.057,1.0100256,0.925,1.08228571,0.974,"PASS",0.953,0.987,190.4,0.2
"seq.23531.79","23531-79",3,"SL023457","Hematopoietic SH2 domain-containing protein","HSH2D","Q96JZ2","84941","HSH2D","Human","RFU","Protein","20",452.7,452.7,0.88782114,0.88331707,0.83508578,1.004,0.8604828,1.015,0.71302567,1.062,"PASS",0.986,1.068,384.1,0.2
"seq.23534.27","23534-27",3,"SL023312","Protein RTF2 homolog","RTF2","Q9BY42","51507","RTF2","Human","RFU","Protein","20",339.9,339.9,1.38002436,1.07223975,1.16046432,0.91,1.181439,0.839,1.28847612,0.992,"PASS",0.875,0.893,329.7,0.2
"seq.23535.3","23535-3",3,"SL023383","Protein FAM45A","FA45A","Q8TCE6","404636","DENND10","Human","RFU","Protein","20",4872.9,4872.9,2.08207999,2.04383022,2.10247228,1.122,2.02800899,1.217,2.15120078,1.148,"FLAG",1.189,1.186,4466.5,0.2
"seq.23536.14","23536-14",3,"SL023781","Uncharacterized protein C19orf84","CS084","I3L1E1","147646","None","Human","RFU","Protein","20",341.9,341.9,1.01153846,0.99941538,0.96093311,1.033,0.96336996,0.997,0.91613076,1.001,"PASS",1.002,0.985,203.4,0.2
"seq.23537.4","23537-4",3,"SL023258","Transcription factor Sp6","SP6","Q3SY56","80320","SP6","Human","RFU","Protein","20",2776.8,2776.8,1.2046332,1.18671738,1.01900917,1.054,1.11223264,0.973,1.13103336,0.949,"PASS",0.967,0.981,1860.8,0.2
"seq.23540.3","23540-3",3,"SL023311","CDK-activating kinase assembly factor MAT1","MAT1","P51948","4331","MNAT1","Human","RFU","Protein","20",2398.9,2398.9,1.20083096,1.15376106,1.03516872,1.004,1.10742314,0.914,1.06329507,0.948,"PASS",0.903,0.965,1653.8,0.2
"seq.23541.61","23541-61",3,"SL023394","Citrate lyase subunit beta-like protein, mitochondrial","CLYBL","Q8N0X4","171425","CLYBL","Human","RFU","Protein","20",1332,1332,1.01663868,0.99314047,1.06406774,0.98,1.05396423,1.043,1.1987041,0.989,"PASS",1.012,1.016,942.5,0.2
"seq.23542.8","23542-8",3,"SL023328","Golgi phosphoprotein 3-like","GLP3L","Q9H4A5","55204","GOLPH3L","Human","RFU","Protein","20",9097,9097,1.07195041,1.01320948,1.08306645,0.969,1.10097184,1.005,1.16845418,0.989,"PASS",1.005,0.992,7774.8,0.2
"seq.23543.92","23543-92",3,"SL023421","Probable tRNA pseudouridine synthase 1","TRUB1","Q8WWH5","142940","TRUB1","Human","RFU","Protein","20",1566.8,1566.8,1.08226843,1.06868563,1.08903872,0.972,1.06679376,1.003,1.14641106,1.001,"PASS",1.038,0.978,1272.4,0.2
"seq.23544.10","23544-10",3,"SL023523","T-complex protein 10A homolog","TCP10","Q12799","6953","TCP10L3","Human","RFU","Protein","20",2833.6,2833.6,1.15468623,1.10235363,1.15290097,0.977,1.17576763,1.058,1.19465407,1.041,"PASS",1.066,1.107,2330.1,0.2
"seq.23545.6","23545-6",3,"SL013266","Nuclear distribution protein nudE-like 1","NDEL1","Q9GZM8","81565","NDEL1","Human","RFU","Protein","20",2494.4,2494.4,1.01588336,1.03163903,1.03838148,1.023,1.03622466,0.993,1.10788363,1.021,"PASS",1.048,1.009,3553.7,0.2
"seq.23546.9","23546-9",3,"SL023284","Hydroxyacylglutathione hydrolase-like protein","HAGHL","Q6PII5","84264","HAGHL","Human","RFU","Protein","20",706.8,706.8,1.06445783,1.05524037,1.01741759,1.013,1.01873739,0.941,1.00184266,0.981,"PASS",0.951,0.937,462.5,0.2
"seq.23547.21","23547-21",3,"SL021799","Transcription elongation factor A protein 3","TCEA3","O75764","6920","TCEA3","Human","RFU","Protein","20",1426,1426,1.0253829,0.99762138,1.03325846,1.025,1.03724178,1.043,1.06132778,1.071,"PASS",1.112,1.067,1379.6,0.2
"seq.23550.10","23550-10",3,"SL023633","Keratinocyte differentiation factor 1","KDF1","Q8NAX2","126695","KDF1","Human","RFU","Protein","20",1517,1517,1.11626196,1.03776166,1.06936416,1.022,1.02099879,0.955,1.07170611,1.003,"PASS",1.049,1.009,1007.8,0.2
"seq.23551.15","23551-15",3,"SL022243","Transcriptional adapter 3","TADA3","O75528","10474","TADA3","Human","RFU","Protein","20",1782.4,1782.4,1.55872322,1.23025953,1.25840158,0.933,1.18621057,0.83,1.40457053,0.85,"FLAG",0.82,0.786,654.3,0.2
"seq.23553.1","23553-1",3,"SL015302","ABI gene family member 3","ABI3","Q9P2A4","51225","ABI3","Human","RFU","Protein","20",600.5,600.5,0.95181487,0.93725613,0.90532188,0.989,0.92612585,1.009,0.89908669,1.013,"PASS",1.005,1.013,377,0.2
"seq.23554.2","23554-2",3,"SL015145","SH2 domain-containing adapter protein D","SHD","Q96IW2","56961","SHD","Human","RFU","Protein","20",3943.9,3943.9,1.31634458,1.21887072,1.23983024,0.928,1.27688024,0.934,1.32737614,0.97,"PASS",0.988,0.921,3271.1,0.2
"seq.23555.11","23555-11",3,"SL023339","GTP-binding protein RAD","RAD","P55042","6236","RRAD","Human","RFU","Protein","20",572.6,572.6,1.02763819,0.99082886,0.97199117,0.909,0.97646658,0.958,0.9514789,0.967,"PASS",0.924,0.906,293.1,0.2
"seq.23556.4","23556-4",3,"SL023287","Transcription cofactor vestigial-like protein 4","VGLL4","Q14135","9686","VGLL4","Human","RFU","Protein","20",813.2,813.2,1.09936461,1.05899206,1.03539598,1.05,1.08600427,0.942,1.02962775,0.994,"PASS",0.922,0.949,567.7,0.2
"seq.23557.110","23557-110",3,"SL008642","F-actin-capping protein subunit beta","CAPZB","P47756","832","CAPZB","Human","RFU","Protein","20",2878.7,2878.7,1.02557982,1.05254113,1.00310126,0.954,0.9721725,0.983,1.12611978,1.003,"PASS",1.061,0.932,568,0.2
"seq.23558.33","23558-33",3,"SL023659","Methyltransferase-like protein 2B","MET2B","Q6P1Q9","55798","METTL2B","Human","RFU","Protein","20",2592.6,2592.6,1.08759124,1.10497379,1.15906652,0.903,1.14976274,1.029,1.01854325,1.003,"PASS",1.03,0.973,2654.8,0.2
"seq.23559.10","23559-10",3,"SL012775","DDRGK domain-containing protein 1","DDRGK","Q96HY6","65992","DDRGK1","Human","RFU","Protein","20",9315.1,9315.1,0.97988702,0.97789139,1.07488951,1.004,1.0359665,1.048,1.1021048,1.026,"PASS",1.076,1.048,6183.2,0.2
"seq.23560.154","23560-154",3,"SL023558","Centrosomal protein of 41 kDa","CEP41","Q9BYV8","95681","CEP41","Human","RFU","Protein","20",5237.4,5237.4,1.13420101,0.94573755,1.08090147,0.969,1.02201147,0.979,1.06676715,1.073,"PASS",1.063,1.039,4490.5,0.2
"seq.23561.4","23561-4",3,"SL023398","Coiled-coil domain-containing protein 97","CCD97","Q96F63","90324","CCDC97","Human","RFU","Protein","20",856.4,856.4,0.94682145,0.97439982,0.9355473,1.023,0.96224719,1.033,0.92264598,1.02,"PASS",1.011,1.046,692.3,0.2
"seq.23564.83","23564-83",3,"SL023622","Protein-lysine methyltransferase METTL21C","MT21C","Q5VZV1","196541","METTL21C","Human","RFU","Protein","20",628.8,628.8,0.99462196,0.97141974,0.91249456,0.984,0.96545371,0.947,0.88252632,0.978,"PASS",0.929,0.966,390.4,0.2
"seq.23566.6","23566-6",3,"SL006112","Apolipoprotein-L2","ApoL-II","Q9BQE5","23780","APOL2","Human","RFU","Protein","20",6463.2,6463.2,0.92135312,0.93326017,0.99948968,1.018,0.94434623,1.078,0.94869875,1.064,"PASS",1.094,1.087,4329.6,0.2
"seq.23567.37","23567-37",3,"SL010782","Guanine nucleotide-binding protein G(q) subunit alpha","GNAQ","P50148","2776","GNAQ","Human","RFU","Protein","0.5",2084.8,2084.8,1.02861654,1.13169037,1.18454545,1.021,1.06248089,0.896,1.05661142,0.886,"PASS",0.898,0.915,1485.9,0.005
"seq.23568.41","23568-41",3,"SL023304","Homeobox protein Meis2","MEIS2","O14770","4212","MEIS2","Human","RFU","Protein","20",849.5,849.5,0.97520377,0.99217473,1.00188701,1.042,0.99823737,1.102,1.00675516,1.048,"PASS",1.132,1.106,725.2,0.2
"seq.23569.53","23569-53",3,"SL023345","START domain-containing protein 10","STA10","Q9Y365","10809","STARD10","Human","RFU","Protein","20",4043.9,4043.9,1.00175882,0.9910548,1.06975821,1.005,1.02051683,1.018,1.12361767,1.003,"PASS",1.066,1.027,3263.2,0.2
"seq.23570.87","23570-87",3,"SL023726","Zinc finger protein with KRAB and SCAN domains 7","ZKSC7","Q9P0L1","55888","ZKSCAN7","Human","RFU","Protein","20",707.8,707.8,0.98401223,1.0127343,0.95275273,1.059,0.96051025,0.95,0.88886098,0.99,"PASS",0.965,1.01,473.3,0.2
"seq.23571.93","23571-93",3,"SL023432","Coiled-coil domain-containing protein 94","CCD94","Q9BW85","55702","YJU2","Human","RFU","Protein","20",12837.8,12837.8,1.01603457,0.96339377,1.07151323,0.978,1.06817879,1.061,1.06588179,0.958,"PASS",1.004,0.974,2427.4,0.2
"seq.23572.186","23572-186",3,"SL023530","tRNA wybutosine-synthesizing protein 3 homolog","TYW3","Q6IPR3","127253","TYW3","Human","RFU","Protein","20",238.2,238.2,0.98389095,0.98961363,0.96947497,1.002,0.94336634,0.969,0.88682055,1.015,"PASS",1.017,1.02,187.2,0.2
"seq.23575.58","23575-58",3,"SL023541","Cytochrome c oxidase assembly protein COX19","COX19","Q49B96","90639","COX19","Human","RFU","Protein","20",2162.8,2162.8,0.94689374,0.91126654,0.93912288,1.006,0.95407826,0.987,0.94354768,1.011,"PASS",1.061,0.986,1810.8,0.2
"seq.23576.46","23576-46",3,"SL021759","Protein BEX4","BEX4","Q9NWD9","56271","BEX4","Human","RFU","Protein","20",3427.5,3427.5,1.05747871,0.98857835,0.99347826,1.006,1.03054812,0.999,0.97008378,0.948,"PASS",0.94,0.915,1183.3,0.2
"seq.23578.6","23578-6",3,"SL023242","Small integral membrane protein 3","SMIM3","Q9BZL3","85027","SMIM3","Human","RFU","Protein","20",2836.3,2836.3,1.08891619,1.03650782,1.07909755,1.058,1.07971373,0.962,1.09793675,0.961,"PASS",0.984,0.922,1209.9,0.2
"seq.23579.3","23579-3",3,"SL018622","Kita-kyushu lung cancer antigen 1","KKLC1","Q5H943","203413","CT83","Human","RFU","Protein","20",932.4,932.4,0.94496808,0.92794586,0.93258652,0.988,0.96701929,1.095,0.97419287,1.044,"PASS",1.039,1.082,1022.8,0.2
"seq.2358.19","2358-19",2,"SL003322","Vascular endothelial growth factor receptor 3","VEGF sR3","P35916","2324","FLT4","Human","RFU","Protein","0.5",4874.1,4874.1,0.80067351,0.79920311,0.84712446,1.04,0.9406554,1.102,0.76033071,1.041,"PASS",1.027,1.076,4248,0.005
"seq.23580.2","23580-2",3,"SL023456","Proline-rich protein 15","PRR15","Q8IV56","222171","PRR15","Human","RFU","Protein","20",398.4,398.4,0.92115607,0.88968289,0.86084702,1.022,0.92953803,1.018,0.87445127,1.035,"PASS",1.005,1.037,307.8,0.2
"seq.23581.131","23581-131",3,"SL023012","Obestatin","Obestatin","Q9UBU3","51738","GHRL","Human","RFU","Protein","20",1493.4,1493.4,0.97353325,0.93483568,0.94084294,1.034,0.93518692,0.972,0.87318014,1.021,"PASS",1.031,0.972,1052.3,0.2
"seq.23584.2","23584-2",3,"SL023535","Nucleotide triphosphate diphosphatase NUDT15","NUD15","Q9NV35","55270","NUDT15","Human","RFU","Protein","20",704.1,704.1,1.00184974,0.97278254,1.02773318,1.006,1.03437638,1.037,1.06007227,1.024,"PASS",1.062,1.023,646.7,0.2
"seq.23586.32","23586-32",3,"SL004478","Cancer/testis antigen 1B","Cancer/testis antigen 1B","P78358","1485","CTAG1A","Human","RFU","Protein","20",506.9,506.9,1.02486858,1.00118507,0.96626001,1.09,1.00098736,1.053,0.89987573,1.123,"FLAG",1.115,1.383,607.2,0.2
"seq.23588.9","23588-9",3,"SL023539","Hydroxysteroid dehydrogenase-like protein 2","HSDL2","Q6YN16","84263","HSDL2","Human","RFU","Protein","20",6267.5,6267.5,0.90669078,0.93064176,0.97166023,0.978,0.93192869,1.075,0.92074335,1.029,"PASS",1.089,1.036,4658.8,0.2
"seq.23589.21","23589-21",3,"SL023543","Protein phosphatase 1 regulatory subunit 27","PPR27","Q86WC6","116729","PPP1R27","Human","RFU","Protein","20",862,862,1.13930743,1.13540569,1.08468605,1.065,1.09113924,0.94,1.12591432,0.966,"PASS",0.962,0.937,652,0.2
"seq.2359.65","2359-65",4,"HCE004152","HCE004152","HCE004152","HCE004152","HCE004152","HCE004152","Human","RFU","Hybridization Control Elution","0",65.2,65.2,0.79804162,0.84346701,0.88949523,1.016,0.815,1.003,0.808933,1.019,"PASS",0.997,1.019,65.2,0
"seq.23591.9","23591-9",3,"SL023446","piRNA biogenesis protein EXD1","EXD1","Q8NHP7","161829","EXD1","Human","RFU","Protein","20",4505.4,4505.4,1.15793261,1.07268875,1.10494175,0.943,1.13389037,1.018,1.1854444,1,"PASS",1.053,0.997,3158.2,0.2
"seq.23593.14","23593-14",3,"SL023505","Protein MB21D2","M21D2","Q8IYB1","151963","MB21D2","Human","RFU","Protein","20",2912.5,2912.5,1.14345727,1.09365026,1.10594266,1.057,1.11765609,1.017,1.17948406,1.002,"PASS",1.006,1.017,1219.8,0.2
"seq.23594.2","23594-2",3,"SL023517","Nuclear receptor 2C2-associated protein","NR2CA","Q86WQ0","126382","NR2C2AP","Human","RFU","Protein","20",685.8,685.8,0.96428571,0.91136213,0.87776782,0.897,0.90991111,0.92,0.94959845,0.915,"PASS",0.93,0.905,399.1,0.2
"seq.23595.6","23595-6",3,"SL023158","Laccase domain-containing protein 1","LACC1","Q8IV20","144811","LACC1","Human","RFU","Protein","20",1488.3,1488.3,1.06163064,1.05455963,0.86163376,0.989,0.95202456,0.899,0.84798587,0.952,"PASS",0.887,0.93,935,0.2
"seq.23596.17","23596-17",3,"SL006649","Coiled-coil domain-containing protein 89","CCD89","Q8N998","220388","CCDC89","Human","RFU","Protein","20",532.2,532.2,1.03139535,1.02385533,0.99069248,0.993,1.01506771,1,0.98210002,1.049,"PASS",1.048,1.103,489.1,0.2
"seq.23597.11","23597-11",3,"SL023429","Arf-GAP domain and FG repeat-containing protein 2","AGFG2","O95081","3268","AGFG2","Human","RFU","Protein","20",3428.4,3428.4,0.92892947,0.95971783,1.00560232,1.093,0.98537062,1.076,1.00116809,1.117,"PASS",1.117,1.08,3262.2,0.2
"seq.23601.43","23601-43",3,"SL023533","Acyl-coenzyme A thioesterase 12","ACO12","Q8WYK0","134526","ACOT12","Human","RFU","Protein","20",3854.1,3854.1,1.03014995,1.06602312,1.05016349,0.963,1.06226228,1.012,1.08419602,0.977,"PASS",1.041,1.021,2471.5,0.2
"seq.23602.35","23602-35",3,"SL023529","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D","NAPEP","Q6IQ20","222236","NAPEPLD","Human","RFU","Protein","20",796.6,796.6,1.08647027,1.09513335,1.07416397,1.055,1.08028207,1.002,1.07634103,0.987,"PASS",0.986,0.974,395.5,0.2
"seq.23605.3","23605-3",3,"SL023496","T-complex protein 11-like protein 1","T11L1","Q9NUJ3","55346","TCP11L1","Human","RFU","Protein","20",1413,1413,1.07281148,0.98254642,1.03691201,0.985,1.05487122,1.114,1.05094831,1.051,"PASS",1.057,1.056,733.2,0.2
"seq.23606.18","23606-18",3,"SL012559","Sterile alpha motif domain-containing protein 4B","SAM4B","Q5PRF9","55095","SAMD4B","Human","RFU","Protein","20",523.1,523.1,1.02468168,1.00210728,1.03789683,0.974,0.99904507,0.989,1.09941152,1.009,"PASS",1.037,0.987,399.8,0.2
"seq.23607.1","23607-1",3,"SL023445","Uncharacterized protein C16orf71","CP071","Q8IYS4","146562","C16orf71","Human","RFU","Protein","20",310.9,310.9,1.17631479,1.10916875,1.11075384,0.947,1.07169941,0.887,1.15148148,0.928,"PASS",0.965,0.883,237.2,0.2
"seq.23611.16","23611-16",3,"SL023178","MARVEL domain-containing protein 2","MALD2","Q8N4S9","153562","MARVELD2","Human","RFU","Protein","20",723.9,723.9,1.01842994,1.00555633,1.01089233,1.004,1.00527704,1.04,1.06128134,1.025,"PASS",1.055,1.054,469.9,0.2
"seq.23615.4","23615-4",3,"SL013291","TRM112-like protein","TR112","Q9UI30","51504","TRMT112","Human","RFU","Protein","20",11925,11925,1.07428561,0.96904737,1.057903,0.967,1.05589842,1.112,1.06206749,1.056,"PASS",1.091,1.046,3125.9,0.2
"seq.23616.4","23616-4",3,"SL015333","Protein-arginine deiminase type-1","PADI1","Q9ULC6","29943","PADI1","Human","RFU","Protein","20",185.8,185.8,1.14620605,0.95330939,1.04147982,0.954,0.88772097,0.843,1.03973139,0.994,"PASS",0.897,0.844,111.8,0.2
"seq.23617.15","23617-15",3,"SL013282","Huntingtin-interacting protein K","HYPK","Q9NX55","25764","HYPK","Human","RFU","Protein","20",1347.4,1347.4,1.11162445,1.01544954,1.07242916,1.044,1.10824149,1.064,1.13036913,1.057,"PASS",1.071,1.062,870,0.2
